thematic;card;id;bearer;conditions;lockturn;weight;question;override_yes;answer_yes;yes_spiritual;yes_military;yes_demography;yes_treasure;yes_custom;override_no;answer_no;no_spiritual;no_military;no_demography;no_treasure;no_custom;vide
entertainment;_duel_painter;318;painter;duel_won;;10;You're good at this game, My Lord! Do you want another round?;Why not?;;;;;;;;;;;;;;
entertainment;_duel_painter;319;painter;!duel_won;;10;Oh, My Lord. You have touched my heart.;And you mine;;;;;;isLover;And you're touching my hand;;;;;;;
entertainment;;320;general;has_jester;140;8;Could we dismember <jester>? Please? This clown broke down a trebuchet.;<jester>!;;;;;;>;Not so fast;;;-10;;;>;
entertainment;_;321;jester;;;;I was playing tennis with a giant. He won.;Go away!;;;;-5;;del_jester;Pay the army;;;10;;-5;;
entertainement;;322;jester;!spin_keep;500;20;You're governing like a loser.;Pardon me?;;;;;;>_springjest;Guuuuard!;;10?;5?;;;>;
entertainement;_;323;jester;;;;No wait, just hear me out for a while.;;;;;;;>;Guuuuard!;<i><jester> was executed shortly afterwards.</i>;;;;;del_jester;
entertainement;_springjest;324;jester;;;;The best show you're providing your people with is that stupid Spring festival.;I like that;;5?;5?;5?;;>;It's not bad;;;;;;>;
entertainement;_;325;jester;;;;Yeah, let's just dance like ducks while a moron martyrizes the lute. SOOO Dark Ages, it's embarrassing.;I...;;;;;;>;We...;;;;;;>;
entertainement;_;326;jester;;;;People want drama, action, love stories with mature content! You have to en-ter-tain them.;;;;;;;>;;;;;;;>;
entertainement;_;327;jester;;;;So, I have appointed myself Chief Entertainment Officer. It's all right, don't thank me.;Ok;;-10?;;5?;?5;spin_keep;If I say no?;;;;;;>;
entertainement;_;328;jester;;;;I'm leaving and you will be able to dance at the Spring festival as much as you want.;Ok then;;-10?;;5?;?5;spin_keep;Go away;;;;;;del_jester;
entertainement;;329;jester;spin_keep;150;10;We should reach out to our audience, show that we care. The executions are boring. Add fireworks and silly games.;;;;-5?;5;;>;;;;5;-5;;;
entertainement;_;330;executioner;;;;Let's pretend I didn't hear that.;;;;;;;;;;;;;;;
entertainement;;331;jester;spin_keep;150;10;People want to watch you waking up and going to the bathroom. They will pay for the privilege.;Really?;;-5?;-5?;15?;10?;;;;;;-5?;-5?;;
entertainement;;332;jester;spin_keep and !isLover;150;10;You should have an affair with <courtesan>. The polls are unanimous.;;;;;10?;;>;;;;;-5?;;;
entertainement;_;333;courtesan;;;;My Lord? As long as we don't kiss, I can do anything.;;;;;10?;-5?;isLover;;;;;;;;
entertainement;;334;jester;spin_keep and !warWest_keep;150;10;I think we should attack the kingdom of the West. A nice fashionable war.;;;;-15;;-10?;nb_war_keep+ and warWest_keep;;;;;5;;;
entertainement;;335;jester;spin_keep;150;10;I know you're totally ignorant about the economy. But would you mind making an inspired talk in front of the Merchants?;;;5?;5?;5?;-5?;;;;;;;;;
entertainement;;336;jester;spin_keep;150;10;We should systematically blame the Islander migrants for everything that's wrong in the Kingdom.;;;5?;5?;5?;?-15;;;;;;;5?;;
entertainement;ratereigns;337;jester;!rating_keep and year>800 and mobile_keep;del;0;My Lord! Show the world that you love your Kingdom and care for cute kittens.;<i>Rate Reigns</i>;;;;;;rating_keep;;;;;;;;
entertainement;ratereigns;338;parker;!rating_keep and mobile_keep;del;0;Hey, your Nerdiness! Did you give Reigns a good review? Let me help you with this hard decision.;<i>Rate Reigns</i>;;20;20;20;20;rating_keep;;;;;;;;
entertainement;;339;courtesan;age>10;80;5;My Lord... Would you like to taste my cake?;At your service;<i>It was a very good cake.</i>;;;5?;;>>>>>_toomuchsugar;Too hot for that;;;;-5;;;
entertainement;;340;courtesan;age>10;80;5;This cake will give you a taste of paradise My Lord.;;;;;5?;;>>>>>_toomuchsugar;And stomach cramps;;;;-5?;;;
entertainement;_toomuchsugar;341;doctor;;;;Too much sugar My Lord! It will kill you!;;;;;;;;It's a good way to die;;;;;;older;
entertainement;;342;courtesan;nb_war_keep>0;90;10;Shall we go together to the Spring festival? I could invite some of my pretty friends to entertain your foreign visitors.;;;-10?;5?;5?;-10;>>>peacetreaty;;;5;;;;;
entertainement;minstrel_add;343;nobleman;!has_minstrel;150;40;I'm acquainted with a minstrel of great renown. Let's fill the air with dulcet tones!;;<i>Perhaps this will raise the spirits of the Kingdom...</i>;5;5;5;-10;add_minstrel;;<i>You decide the court's wealth is better spent on other matters.</i>;-5;-5;-5;;;
entertainement;minstrel_displeased;344;minstrel;no_minstrel>1;50;20;My art is not to your liking, I can tell. I'm leaving for the kingdom of the West. They have better taste!;Good riddance;<i>You have the merchant sell the minstrel's works. There shan't be another note played.</i>;-5?;-5?;-5?;20;del_minstrel;Please stay...;;;;;-6;;
entertainement;minstrel_write;345;minstrel;;60;10;Greetings, Your Majesty. I wish to write a song for you. I may have a good idea...;What is it?;;;;;;>_minstrel_options;Not today;;-2?;-2?;-2?;;;
entertainement;_minstrel_options;346;minstrel;;10;10;A hymn, to honor the heavens?;;;;;;-10;>>>>>>_hymn_spiritual;Anything else?;;;;;;>_minstrel_options;
entertainement;_minstrel_options;347;minstrel;;10;10;A battle anthem, to rally our warriors?;;;;;;-10;>>>>>>_hymn_military;Anything else?;;;;;;>_minstrel_options;
entertainement;_minstrel_options;348;minstrel;;10;10;A folk song, to inspire our people to live another day!;;;;;;-10;>>>>>>_hymn_demography;Anything else?;;;;;;>_minstrel_options;
entertainement;_minstrel_options;349;minstrel;;10;7;My inner muse speaks to me. May I write freely, with your blessing?;;;;;;-10;>>>>>>_hymn_opus;Anything else?;;;;;;>_minstrel_options;
entertainement;_minstrel_options;350;minstrel;;10;2;I... <i>(sweating)</i> No, nothing. The muse ran away with my inspiration.;Next time maybe;;;;2?;-5?;;It's a costly muse;;;;-7?;-1?;;
entertainement;_hymn_spiritual;351;minstrel;;;;Sire, I present to you a work of most pious intention. How dost it strikest thine ears?;Polyphonic climax!;;15?;-5;;;;It strikes. And hurts!;;-10;5;5;;>_minstrel_displeased;
entertainement;_hymn_military;352;minstrel;;;;Sire, by your design I present, a battle anthem to strike fear in the hearts of our enemies!;Epic harmonies!;;-5;15?;-5;;;Their hearts or ours?;;5;-10;5;;>_minstrel_displeased;
entertainement;_hymn_demography;353;minstrel;;;;A story in song, for the folks! What do you think, My Lord?;A song for generations!;;-5;-5;15?;;;This is eerily familiar...;;5;5;-10;;>_minstrel_displeased;
entertainement;_hymn_opus;354;minstrel;;;;My Lord! It it is with great enthusiasm and trepidation I present to you... my Magnum Opus!;I have no words;<i>Money is a poor substitute, but you feel the minstrel has earned his fair share.</i>;10;10;10;-15?;;Musical Treason!;<i>The minstrel has many fans, and managed to escape on the way to the executioner.</i>;-5?;-5?;-5?;;del_minstrel;
entertainement;_minstrel_displeased;355;minstrel;;;;I am deeply sorry to have disturbed your musical expectations, My Lord. Me and my muse won't bother you again.;Good riddance;<i>The minstrel's mediocre songs are put to the test against your enemies...</i>;-5?;10?;-5?;;del_minstrel;Please stay...;;;;;-6?;del_minstrel;
family and personal;divorce;356;diplomat;has_queen and isLover;100;25;Would you like to divorce your wife? We may have to change the religion to do this.;;;-20;5;5;;del_queen;;;5;;;;;
family and personal;wedding;357;diplomat;!has_queen and age<25;40;18;Would you like to marry the young princess of a neighbouring kingdom?;;;10;10;10;10;add_queen;;; -20?;-10;;-10;;
family and personal;betrothed;358;diplomat;!has_queen and age<18;20;16;The kingdom of the South claims that you're betrothed to their young princess. Declining may trigger a war.;;;10;5;5;10;add_queen;;;;;-10?;;>>>>warwithsouth;
family and personal;wedding2;359;diplomat;!has_queen and age<30;230;8;We heard about a young princess being held against her will in Dark Rock castle.;My horse!;<i>You ride to Dark Rock in full armour, proud, glorious and glittering.</i>;3;3;3;;>;It's obviously a trap;;;;-5;;;
family and personal;_darkrock;360;dragon;;;;<i>Breathing fire...</i> Are you the King? Are you here for the damsel?;;;;;;;>;;;;;;;>_darkrockalt;
family and personal;_darkrock2;361;dragon;;;;Oh good... There, take her.;I will kill you first;;;;;;>;But...;;;;;;>;
family and personal;_darkrock3;362;dragon;;;;Nobody is killing anyone. You're here for the girl, here she is. End of story.;Ok...;;;;;;>_darkrockcourt;No!;;-100?;-100?;-100?;-100?;>_end_dragon;
family and personal;_darkrockalt;363;dragon;;;;Why not? She's a pretty girl you know. ;But...;;;;;;>_darkrock2;But...;;;;;;>_darkrock2;
family and personal;_darkrockcourt;364;courtesan;;;;My hero! ;;;;;;;>;;;;;;;>;
family and personal;_wedding3;365;diplomat;;;;Are you back Sire? Did you enjoy our little entertainment? The dragon was not cheap!;;;;;;-8;;Who paid?;;;;;-8;;
family and personal;afterwedding;366;diplomat;has_queen;reign;14;<queen> is loved by the people and the army. Give her more power!;;;;8;8;;;;;;-6;-6;5;;
family and personal;afterwedding;367;queen;age=25;reign;300;My Lord, we should appear at the castle's window, the people are eager to see us together.;;;;5?;10?;;;;;;-5?;-5?;;;
family and personal;ransom;368;queen;has_prince;reign;10;Our son has been kidnapped! I implore you, do something...;;;5;10;5;-15;;;;-5;-10?;-5?;;>_queen_quit and del_prince;
family and personal;bastard;369;diplomat;;100;8;Hum... <i>(whispering)</i> A young woman claims that her son is in fact your bastard. Should we make this problem disappear?;;<i>You never hear from the woman again.</i>;-5;5;-5;;;;<i>It quickly becomes apparent that the son is here to stay.</i>;;;5;-10;add_prince;
family and personal;pregnancy;370;queen;!pregnant and !has_prince and has_doctor;30;20;My King! I am with child! I will give you a son, as is my duty!;An heir! Finally!;;5?;5?;5?;;>_birth;I'm not that bothered;;-5;-5;;;>_birth;
family and personal;_birth;371;doctor;;;10;I'm happy to announce that you have a beautiful daughter My Lord!;Come here child...;;;-5;;;;I wanted a boy;;;5;;;;
family and personal;_birth;372;doctor;;;10;Your Queen is about to give birth but it's not going well. We can't save both her and the child...;Save the child;;10?;-5;-5;;del_queen and add_prince;Save the Queen;;;5?;5?;;!pregnant;
family and personal;_birth;373;anyone;;;10;<queen> has given birth to a beautiful and healthy son. Who shall be the godfather?;The priest;;20?;;5;;add_prince;The general;;;20?;5;;add_prince;
family and personal;newprince;374;anyone;has_prince;reign;16;My Lord, your son is a young prince full of promise!;Let him come in!;;;;;;>;;;;;;;;
family and personal;_introprince;375;prince;;10;;I'm the next King! I will kill all the infidels.;;;15;5;-10;;;Not so fast;;-10;;10;;;
family and personal;bed;376;monk;has_queen and has_general;140;5;This is outrageous!! <general> has been seen in the Queen's bed. Who do you want to execute?;The Queen;;-30;5;;;del_queen and murderer_queen;<general>;;5;-30;;;del_general;
family and personal;lady_vengeance;377;nobleman;murderer_queen;reign;10;You killed our beloved Queen! Die pig!;Guaaard!;;;;;;>_duel_nobleman;Noooo...;;;;;;>_duel_nobleman;
family and personal;_duel_nobleman;378;nobleman;duel_won;;;<nobleman> is falling on the floor, crying.;<i>Comfort him</i>;;;-10?;5?;;nb_duelwon_keep+;<i>Send him away</i>;;;5?;;;nb_duelwon_keep+ and del_nobleman;
family and personal;_duel_nobleman;379;end>dead_king_duel;!duel_won;;;<i>You feel your blood flowing out of a cruel wound.</i>;;;;;;;;;;;;;;;
family and personal;queen_dead;380;queen;;reign;3;My dear, I'm dying, I don't know why. Please, let me rest in my parent's tomb.;;;-5;-5;-5;-5;del_queen;;;-10?;-10?;-10?;;del_queen;
family and personal;chaude-pisse;381;doctor;isLover;reign;15;You've got the chaude-pisse My Lord! You should stop visiting <lover> at night.;;;5;5;-5;;!isLover;;;-10?;;;;;
family and personal;lady_intro;382;lady;has_queen and !isLover;100;16;Thank you for your hospitality dear Sire. I hope you don't mind me staying for a little while.;Your presence is a delight...;;-2;;5;;>>>>lady_1;The Queen seems to like you...;;;;;;;
family and personal;lady_1;383;lady;!isLover and has_queen;60;15;I'm going for a walk in the garden. Would you like to come my Lord?;My pleasure...;<i><lady> brings you to the garden. She seems unsettled and nervous. She talks softly.</i>;-2;;5;;>;I'm busy...;;;;;;;
family and personal;_lady_2;384;lady;;;;The Queen despises me, I'm sure! She talks behind my back and looks at me so strangely.;It may be my fault...;<i>You tell <lady> that you love her so profoundly it must be obvious to the Queen.</i>;-2;;5;;>;Don't worry...;;;;;;;
family and personal;_lady_3;385;lady;;;;Oh my Lord. What can I say?;Me too?;;-2;;5;;>;Nothing;<i><lady> looks at you with incredulity, then leaves.</i>;;;;;;
family and personal;_lady_4;386;lady;;;;No, I don't think so <i>(laughing)</i>. You will have to fight for me!;En garde!;;;;;;>_duel_lady;You mean, literally?;;;;;;>_duel_lady;
family and personal;_duel_lady;387;lady;!duel_won;;10;Are you all right? <i>(anxiously)</i> My Lord!;You care for me!;;;;;;isLover;I need a kiss;;;;;;isLover;
family and personal;_duel_lady;388;lady;duel_won;;10;You are a pompous oaf!;;;;5?;-5?;;nb_duelwon_keep+;;;;-5?;5?;;nb_duelwon_keep+;
family and personal;queen_lover;389;queen;isLover;reign;20;You've made a mistake and I will take advantage of it. Do you think I'm blind or stupid?;;;;;;;>;;;;;;;>_queen_stay;
family and personal;queen_quit;390;queen;no_queen>2;100;20;You're a worthless husband, a terrible king and a bad lover. I'm out of here.;You can't go...;<i>The Queen leaves with a part of your army and many curses.</i>;;-20?;;;del_queen;No, wait...;<i>The Queen leaves with a part of your army and many curses.</i>;;-20?;;;del_queen;
family and personal;_queen_stay;391;queen;;;;I don't even care about <lover>. Grant me the control of the City Guard and the Church estates.;;;-10;-15;;;;;;;;;;>queen_quit;
family and personal;lady_money;392;lady;isLover;reign;13;Did you consider running away with me? Go somewhere else, alone, together.;;;-10;-5;;;;;;;;;;;
family and personal;lady_bid;393;lady;isLover;reign;15;My Lord, the way the people are treated is inhuman! Show some consideration!;Certainly!;;;;20?;-15?;;;;;;;;;
family and personal;dog_1;394;bird;;100;3;Tweeeet!;Thank you;;;;;;;Who's in charge of this bird?;;;;;;;
family and personal;dog_2;395;bird;;100;3;Tweet! Tweet!;Thank you;;;;;;;Who's in charge of this bird?;;;;;;;
family and personal;dog_3;396;bird;;100;3;Grrrrrr;Thank you;;;;;;;Who's in charge of this bird?;;;;;;;
family and personal;;397;doctor;age>20;400;10;You've got gout my Lord. I recommend less meat, more vegetables and no love stories of any kind.;;;5?;5?;-10?;;>>>>;;;-10?;-10?;;;>>>>>>;
family and personal;_;398;doctor;;;;I'm pretty confident this concoction of leeches fed on maiden blood will cure your gout.;;<i>You drink the potion. It makes you ill and delirious for days on end but doesn't cure the gout. You feel suddenly very old.</i>;-10?;-10?;-10?;-10?;older;;<i>Good call.</i>;15?;5?;5?;5?;;
;;399;doctor;year>1980;800;20;I discovered a way to connect all the people in the world in a communion of knowledge and wisdom. I called it Magic Net. ;Sounds grand;;;;15?;5?;>;And what do you do with it?;;;;-5?;;>;
;_;400;jester;;;;Perfect way to share pictures of cats and other hairy things.;;;;;5?;;;;;;;-5?;;;
;;401;monk;year>1980;500;10;A company of bearded mecreants started to install fancy micro-breweries in the capital. Beer is our business!;;;10;;;-5?;;;;-15?;;;10?;;
;;402;priest;year>1960;del;20;The new millenium is coming! This is terrible! People are selling their souls to the devil!;;;5?;;-5?;;;;;-10?;;;;;
;;403;merchant;year>700;del;10;What side of the road should the carriages go?;Left;;;;-3?;5?;;Right;;;;5?;-3?;;
family and personal;;404;priest;year>990;del;100;The apocalypse is coming my Lord. Do you fear God?;;;?15;;;;;No, I'm good;;-10?;;;;;
family and personal;;405;queen;year>850 and !has_rival;200;20;I invited my young brother to join us for the Spring festival.;How lovely;;;;;;>_newrival and add_rival;;<i>It seems you don't have much say in the matter.</i>;;;;;no_queen++;
family and personal;;406;prophet;has_rival;400;20;The end is coming. Pray with me!;;;5;;;;> and add_rival;I'm sort of busy;;-15;;;;;
family and personal;_;407;diplomat;;;;My Lord! While you were praying, <rival> took over a large part of the castle.;Throw him out;;;;;;>;And you couldn't do anything?;;;;;;>;
family and personal;_newrival;408;diplomat;;;;He came with a troop that dwarfed the city guard.;All right;;;;;;>;;;;;;;>;
family and personal;_;409;rival;;;;Don't mind me! I'm just visiting for a couple of years, nothing definitive.;;;;?-15;-5?;-5?;;;;-10?;;;-15?;;
;;410;rival;has_prince;100;50;My dear brother-in-law! Should we arrange a wedding between your son and my daughter?;;;10?;5?;;10?;;They're cousins;;-5?;;5?;;>;
;_;411;rival;;;;I don't see your point. But, here, let me add to the dowry.;;;5?;5?;;20;isGreedy;;;;;;;;
;;412;rival;;100;20;Brother, you have a lovely castle. If somewhat a little bit... smallish. ;I have plans to enlarge it;;;-10?;5?;-20?;;It's perfect as it is;;;5?;;;;
;;413;nobleman;has_executioner and year>800;100;10;A fat guy with a fake beard and a red coat is giving gifts to random children in the streets.;Executioner!;;5?;;5?;;>;Not my concern;;-5?;;-10;;;
;_;414;executioner;;;;How did you know it was me? I just wanted to spread some hugs, love and a lot of sweets.;You're weird;;;;;;;You will have to pay;;;;;5?;>;
;_;415;executioner;;;;I can't execute myself, can I? So I will just carry on.;;;;;;;;;;;;;;;
family and personal;;416;queen;;120;8;My family laughs at the size of our castle. We should build a bigger palace!;;;;10?;10?;-25?;;;;;-5?;-5?;;;
family and personal;;417;nobleman;year>800 and !governor;200;6;You are so clever my Lord, you are an example to all of us.;;;-5?;;-5?;;>;Get to the point;;;5?;;5?;>;
family and personal;_;418;nobleman;;;;I have a request. We gained a large mountainous land on the Eastern border. Would you consider giving it to me?;;;;-5?;-10?;5?;governor and >_resultgov;;;;5?;5?;-6?;;
;;419;diplomat;has_nobleman and !governor;300;6;The mountainous region near the Eastern border is unlawful and unruly.;What are the options?;;;;;;>;I don't care;;-5?;-5?;-5?;-5?;;
;_;420;merchant;;;;We could appoint <nobleman> to govern that region. And make him pay for the privilege.;;;;;;12;> and governor;;;-5?;-5?;-5?;-5?;;
;_;421;nobleman;;;;I accept Sire. It's a great honor to bring your rule to that savage country.;Be strong;;5?;15?;;;>;Be fair;;;;15?;5?;>;
;_resultgov;422;diplomat;;;;Thanks to <nobleman>'s actions, the mountainous region is now corrupt as well as unruly.;That was quick;;;;;;>;Call him back;;;;;;>;
;_;423;general;;;;<nobleman> is at the head of a large horde of half-bandits. Should I send the army?;;;;-10;;;>;;<i>After that decision, chaos ensued in the Eastern baronies, again.</i> ;;;-5;;>>>barbarian and del_nobleman;
;_;424;nobleman;;;;I surrender! Let me live and I will tell you where the bandits' treasure is.;;<i>It was apparently a very small treasure.</i>;;;;5?;;;;;;;;del_nobleman;
family;;425;queen;no_queen>1;160;18;You don't even care about your people.;;;;;10?;;>;;;;;-10?;;>;
family;_;426;queen;;;;And that's it? That's everything you have to say on the subject?;;;;;;;;State affairs;;;;;;;
family;;427;executioner;school_keep;200;8;I would like to spend some time studying horticulture at the school.;;;;-5?;10?;;;;;;5;;;;
land and people;wolf;428;farmer;;100;10;My Lord, the wolves are eating our children. Can we hunt them?;I will hunt them myself!;;;;;;>_hunt_outcome and isBrave;You're bluffing;;5;10;-10;-5;;
land and people;river;429;farmer;;100;15;The river Drop is dry again. We should build a dam.;;;;;10;-15;>_dam;;;;;-15;;;
land and people;_dam;430;diplomat;!warViking_keep;;15;This dam will limit the Viking's access to water. Are you sure you want to proceed?;;;5;10;;;>>>>>>battleviking;;;;;-30;15;;
land and people;_dam;431;farmer;dynasty>2;;8;We found gold in the river bed! What do you want to do with the income?;Let's share it;;8;8;8;;;It's mine!;;;;;15;isGreedy;
land and people;technique;432;farmer;;200;6;A new farming technique has considerably improved the harvest! What do you want to do with this income?;Let's share it;;8;8;8;;;It's mine!;;;;;15;isGreedy;
land and people;goodking;433;nobleman;demography>60 and treasure<40;40;20;People think you're a good King! We should tax them more.;;;;;-15;15;;;;;;5;;;
land and people;;434;farmer;;70;10;The miners are refusing to dig in the mine. They want a raise.;;;;;10;-20;;;;;;-10;5;;
land and people;;435;monk;;70;10;A fine company of your drunken soldiers ransacked an abbey. We want justice!;;;5;-10?;;;;;;-20;5?;;;no_priest+++;
land and people;;436;merchant;;70;10;The goldsmiths of the capital created a cartel to organize their trade. They want your approval.;;;-5?;;-5?;15?;;;;;;5?;-5?;;
land and people;;437;minstrel;;70;10;We need money to organize the annual Spring festival. It will be amazing this year.;;;;;15?;-10;;;;;;-5?;;;
land and people;;438;general;has_doctor;160;8;A group of people have become enraged and are now hunting witches. Are we allowed to kill if necessary?;;;;5?;-10?;;>;;;;-5?;;;>;
land and people;_;439;doctor;;;;Apparently this derangement was caused by rye grain poisoning. Should we burn our stocks?;;<i>With your stock depleted, there's a reasonable chance your people will starve in the following years.</i>;;;-5?;;>>>>bread1;;<i>The poisoning spread and became difficult to control.</i>;;-5?;;;> and del_priest and del_general;
land and people;_;440;anyone;;;;The people are looking for a scapegoat. They have killed the priest and the general!;Send the army!;;;-15;;;;Close the gates!;;-5;;-10?;-5;;
land and people;harvest;441;farmer;demography<50 and !barn_keep;100;10;The harvest is a nightmare, people are famished. Please Sire, decrease the taxes.;;;-5;-5;20?;-20?;;How dare you!;;5?;5?;-30?;;;
land and people;gold;442;farmer;;160;10;We found some gold in the mines. Should we try to dig deeper?;;;;;-15?;15;;;;;;5?;-5?;;
land and people;;443;farmer;!intheDungeon;100;8;While digging for gold we found the entrance of a strange crypt. A very scary one with ghostly voices and foul smells.;I will go!;;;;;;>_dungeon1 and intheDungeon and !spice_trade_keep;Close that right away;;;;;;;
land and people;;444;nobleman;has_merchant and !spice_trade_keep;300;10;My Lord... <i>(whispering)</i> Would you be interested in a bold enterprise?;;;;;;;>;;;;;;;;
land and people;_;445;nobleman;;;;We could invest in the slave trade. I can guarantee it will keep the treasury afloat.;As long as I don't know the details;;-5?;;-20?;-5?;isSlaver and >>>>_slaverdiscovery;;;5?;;5?;;;
land and people;_slaverdiscovery;446;merchant;isSlaver;;;I visited one of the slave ships. It's... unbearable.;I will stop the trade;;;;10;-40?;!isSlaver;But it's profitable;<i><merchant> leaves the court shortly afterwards and never comes back.</i>;;;-10;5;del_merchant;
land and people;toomanyexec;447;executioner;;120;10;There are too many people to execute! I need help from the army.;;;;-5;5;;;;;;;-8;;;
land and people;prisonbreak;448;executioner;;110;10;There has been a massive breakout from the prison. We need to organize a search party.;;;;-10;;;;;;-5;-5;-5;-5;;
land and people;bread;449;farmer;treasure<50;50;18;Cereals are very cheap these days my Lord. You should adjust the price of bread.;Raise it slightly;;;;;5;;Double it!;;;;-15;20;;
land and people;bread1;450;farmer;demography<30;50;18;Your people are starving my Lord, the price of bread is too high.;Reduce it by 50%;;;;5;-20;;;;;;-10;;;
land and people;bread2;451;nobleman;demography>70;50;18;Your people are eating too much, they are fat and lazy. You should raise the price of bread.;Double it!;;;;-20?;15;;;;;;5;;;
land and people;beggars;452;nobleman;;50;4;My Liege, we are under attack! Beggars are invading our streets!;Throw them out!;;10?;5?;-5?;;isStrong;Let them be;;-5;-5;5?;;;
land and people;abundance;453;farmer;;60;6;The harvest has been fantastic my Lord!;Feed the people;;5?;5?;20?;5?;;Feed the army;;5?;20?;5?;5?;;
land and people;mine_explosion;454;farmer;;50;5;The mines are full of gold my Lord!;We are rich!;;5?;5?;5?;5?;;I'm rich!;;;;;30?;isGreedy;
land and people;mine_gold;455;farmer;;70;5;An explosion in the mine has killed at least a hundred people! Should we continue to dig?;;;;;-15?;10;;;;;;;-10;;
land and people;;456;farmer;!farmerwolf;400;20;These wolves are driving me crazy! Tonight I burn the forest!;;;-5;-5;-5?;-5;>_farmerworlf;Stop him;;;5;;;>;
land and people;_;457;general;;;;He's escaped!;You really are quite useless;;;-15;;;>;Never mind;;-5;-5;-5;-5;>;
land and people;_farmerworlf;458;farmer>werewolf;;;;<i>Late at night...</i> Sire! It's me, <farmer>. Something terrible has happened.;I can see that;;;;;;>;No sh** Sherlock;;;;;;>;
land and people;_;459;farmer>werewolf;;;;I don't feel too bad actually. I feel strong... and hungry!;Be free;<i>Shortly afterwards many sheep and some peasants disappear.</i>;;;-5;-5?;add_werewolf and >>>>> and del_farmer;Keep it under control;<i>But a monk and a couple of soldiers disappear 'inexplicably' afterwards.</i>;-5?;-5?;;;add_werewolf and >>>>> and del_farmer;
land and people;_;460;werewolf;;;;Would you introduce me to a certain gentleman of your court who shares, I hear, my bestial tendencies? ;;;;;;;> and add_farmer;;;;;;;;
land and people;_;461;farmer>werewolf;;;;M'Lord. It's going to eat me. Sure of it, I am.;;;;;;;;Don't be such a wimp;;;;;;>;
land and people;_;462;werewolf;;;;I'm so thrilled to make your acquaintance Master <farmer>. I'm a woman of quality looking for a friend.;Com'on Sir <farmer>;;;;;;>>>;Meet him outside;;;;;;>>>;
land and people;_;463;farmer>werewolf;;;;My Lord, we want to marry. I found the wolf of my life. Will you bless us?;;;-15?;-5?;10?;;farmerwolf;;;5?;5?;;;;
land and people;;464;diplomat;;100;8;The folks of a remote village are teaching their children to spit on the King's men. Should we make an example?;;;10;;-10;;;;;;;?5;;;
land and people;;465;anyone;;80;10;The estuary of the river Drop is a dangerous swamp for travellers. We should sanitize the whole area.;;;;;15?;-10;;;;;;-15?;;;
land and people;;466;anyone;;90;10;You should organize a curfew. The streets of the capital are not safe at night!;;;;10;5;-15;;;;;-5;-5;;;
land and people;;467;executioner;;300;7;We should create a Museum of Science to collect all living creatures. I can help in my spare time.;;;;;10;-10;;;;10?;;;;;
land and people;;468;farmer;;120;10;The river Drop is flooding a large part of the country! We need help from the Church and the Army!;;;-5;-5;5;-20;;;;;;?-30;;;
science;older;469;anyone;age>37;reign;100000000;Long live the King! You're turning 50 years old today!;;;3;3;3;3;older;Don't tell me;;3;3;3;3;older;
science;sciencemagic;470;witch;;140;10;I would like to open a couple of shops for my wares and charms.;;;-15;;5;;;;;5;;-10;;;
science;young;471;homunculus;older and hopen_keep;reign;15;You're getting old but I like your company. I have a potion that will make you look ten years younger.;;;-10;5;5;;!older and !dying;;;5;-5;-5;;;
science;;472;witch;!hospital_keep;200;10;I could build a hospital to prevent a surge of epidemics.;;;-10;;;-20;hospital_keep;What about the doctor?;;;;;;> and >>_answerwitch;
science;;473;doctor;;40;4;Sire! Your urine smells like rhododendrons this morning. You should avoid riding for a while.;;;;-10;;;;;;;10;;;;
science;_answerwitch;474;witch;;;;Do I really have to tell you why the doctor can't run the hospital?;;;;;;;>;;;;;;;>;
science;_;475;witch;;;;I didn't intend to. So about the hospital?;;;-10;;;-20;hospital_keep;;;5;;-10;;;
science;mushroom;476;anyone;!isStone;200;15;I found blue and brown mushrooms in the forest. The blue one seems edible.;Give it to me;;;;;;isStone;No thanks;;;;;;;
science;goblins;477;witch;;80;10;The people of a western village are afraid of goblins. Who should take care of this?;You;;-5;;15;;;The Church;;15;;-5;;;
new character;intro_doc;478;anyone;!has_doctor;100;40;My lord, a good doctor just saved the life of my nephew. He is a bit of a magician. He is here now...;Let him in;;-5;;5;;>_new_doc and add_doctor;I'm busy;;10;;;;;
new character;intro_nun;479;nun;;del;300;I'm <nun>, the headmistress of the new school. Help us nurture the young souls! ;;;10;;5;-15;;;;-5;;-10;;;
new character;news;480;bird;!has_spy;100;40;<i>The message says: I am offering you the services of a master spy. Signed: P.</i>;;;;20;;;add_spy;;;;-15;;;;
new character;_new_doc;481;doctor;;;;I'm a doctor, alchemist, poisoner. I can handle life for you. Or death, occasionally.;Glad to have you;;-10;10;;;;Focus on the life part;;-5;;10;;;
new character;newitch;482;anyone;!has_witch;100;40;I met a strange lady well versed in the ancient arts of plants and dreams. Would you like to meet her?;;;-5;5;5;;isWise and add_witch;;;15;-5;-5;;;
new character;intro_witch;483;witch;;del;100;I'm <witch>. I can help you understand the laws of nature and the limits of humankind.;That sounds useful;;-15;5;5;;;Be discreet;;10;;;;;
science;hygiene;484;doctor;;120;8;My King, it seems your army has very poor hygiene. We should spend a bit on this problem.;;;;15;5;-10;;;;;-15;-5;;;
science;_hidden_room;485;doctor;;;;There's nothing wrong with this room. I have to conduct my experiments somewhere!;At least be discreet;;;5;10;;;Not anymore;;10;-5;-10;;!alchemy_keep;
